id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
3307,52948,"Dhasa Wansjaliya Passenger",Pass,WR,DAS,"Dhasa Junction",JLR,"Jetalsar Junction",07:10,09:25,"2h 15m",9,"105 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52947,,
3308,52949,"Veraval Delvada Passenger",Pass,WR,VRL,Veraval,DVA,Delvada,16:20,19:55,"3h 35m",10,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52950,,
3309,52950,"Delvada Veraval Passenger",Pass,WR,DVA,Delvada,VRL,Veraval,08:05,11:20,"3h 15m",10,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52949,,
3310,52951,"Delvada Junagadh Passenger",Pass,WR,DVA,Delvada,JND,"Junagadh Junction",14:25,20:35,"6h 10m",17,"158 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52952,,
3311,52952,"Junagadh Delvada Passenger",Pass,WR,JND,"Junagadh Junction",DVA,Delvada,07:15,13:20,"6h 5m",17,"158 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52951,,
3312,52953,"Kodinar Veraval Passenger",Pass,WR,KODR,Kodinar,VRL,Veraval,14:55,18:40,"3h 45m",5,"71 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52954,,
3313,52954,"Veraval Kodinar Passenger",Pass,WR,VRL,Veraval,KODR,Kodinar,12:00,14:35,"2h 35m",5,"71 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52953,,
3314,52955,"Khijadiya Junagarh Pass",Pass,WR,KJV,"Khijadiya Junction",JND,"Junagadh Junction",06:10,10:20,"4h 10m",10,"134 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52956,,
3315,52956,"JUNAGADH KHIJADIYA PASS",Pass,WR,JND,"Junagadh Junction",KJV,"Khijadiya Junction",18:00,21:50,"3h 50m",10,"134 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52955,,
3316,52957,"Ratlam Mhow Fast Passenger",Pass,WR,RTM,"Ratlam Junction",MHOW,Mhow,10:30,14:25,"3h 55m",16,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52958,,
3317,52958,"Mhow Ratlam Fast Passenger",Pass,WR,MHOW,Mhow,RTM,"Ratlam Junction",05:45,10:00,"4h 15m",16,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52957,,
3318,52959,"Ratlam Mhow Fast Passenger",Pass,WR,RTM,"Ratlam Junction",MHOW,Mhow,20:00,00:20,"4h 20m",13,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52958,,
3319,52960,"Mhow Ratlam Fast Passenger",Pass,WR,MHOW,Mhow,RTM,"Ratlam Junction",15:20,19:30,"4h 10m",18,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52961,,
3320,52961,"Ratlam Mhow Fast Passenger",Pass,WR,RTM,"Ratlam Junction",MHOW,Mhow,15:20,20:05,"4h 45m",18,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52962,,
3321,52962,"Mhow Ratlam Fast Passenger",Pass,WR,MHOW,Mhow,RTM,"Ratlam Junction",07:20,12:05,"4h 45m",18,"147 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52961,,
3322,52963,"Ratlam Mhow Fast Passenger",Pass,WR,RTM,"Ratlam Junction",MHOW,Mhow,07:30,11:25,"3h 55m",18,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52962,,
3323,52964,"Mhow Ratlam Fast Passenger",Pass,WR,MHOW,Mhow,RTM,"Ratlam Junction",20:30,00:50,"4h 20m",13,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52965,,
3324,52965,"Ratlam Mhow Fast Passenger",Pass,WR,RTM,"Ratlam Junction",MHOW,Mhow,17:00,21:15,"4h 15m",17,"147 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52966,,
3325,52966,"Mhow Ratlam Passenger",Pass,WR,MHOW,Mhow,RTM,"Ratlam Junction",12:25,16:20,"3h 55m",13,"147 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52965,,
3326,52967,"Indore Mhow Fast Passenger",Pass,?,INDM,"Indore Junction MG",MHOW,Mhow,06:35,07:45,"1h 10m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52968,,
3327,52968,"Mhow Indore Fast Passenger",Pass,WR,MHOW,Mhow,INDM,"Indore Junction MG",05:15,06:05,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52967,,
3328,52969,"Ujjain Fatehabad Passenger",Pass,WR,UJN,"Ujjain Junction",FTD,"Fatehabad Chowk Junction",16:50,17:30,"0h 40m",2,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52970,,
3329,52970,"Fatehabad Chowk Ujjain Passenger",Pass,WR,FTD,"Fatehabad Chowk Junction",UJN,"Ujjain Junction",18:00,18:40,"0h 40m",2,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52969,,
3330,52971,"Ujjain Mhow Passenger",Pass,WR,UJN,"Ujjain Junction",MHOW,Mhow,06:20,09:30,"3h 10m",12,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52972,,
3331,52972,"Mhow Ujjain Passenger",Pass,WR,MHOW,Mhow,UJN,"Ujjain Junction",18:25,21:15,"2h 50m",11,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52971,,
3332,52973,"Ratlam Akola Passenger",Pass,WR,RTM,"Ratlam Junction",AK,"Akola Junction",22:30,16:00,"17h 30m",29,"431 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52974,,
3333,52974,"Akola Ratlam Fast Passenger",Pass,WR,AK,"Akola Junction",RTM,"Ratlam Junction",06:00,21:30,"15h 30m",32,"431 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52973,,
3334,52975,"Ratlam Akola Passenger",Pass,WR,RTM,"Ratlam Junction",AK,"Akola Junction",06:00,22:30,"16h 30m",34,"431 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52974,,
3335,52976,"Akola Ratlam Fast Pass",Pass,WR,AK,"Akola Junction",RTM,"Ratlam Junction",13:00,04:25,"15h 25m",30,"431 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52975,,
3336,52977,"Indore Mhow Fast Passenger",Pass,WR,INDM,"Indore Junction MG",MHOW,Mhow,11:25,12:15,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3337,52978,"Mhow-Indore Passenger",Pass,WR,MHOW,Mhow,INDB,"Indore Junction BG",09:10,10:00,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52979,,
3338,52979,"Indore Mhow Passenger",Pass,WR,INDB,"Indore Junction BG",MHOW,Mhow,14:45,15:50,"1h 5m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52978,,
3339,52980,"MHOW - INDM Passenger",Pass,WR,MHOW,Mhow,INDB,"Indore Junction BG",13:30,14:25,"0h 55m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52979,,
3340,52981,"Indore Mhow Fast Passenger",Pass,WR,INDB,"Indore Junction BG",MHOW,Mhow,18:00,18:50,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52982,,
3341,52982,"Mhow Indore MG Fast Passenger",Pass,WR,MHOW,Mhow,INDB,"Indore Junction BG",16:20,17:10,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52981,,
3342,52983,"Fatehabad Mhow Passenger",Pass,WR,FTD,"Fatehabad Chowk Junction",MHOW,Mhow,15:40,18:10,"2h 30m",9,"68 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52984,,
3343,52984,"Mhow Fatehabad Fast Passenger",Pass,?,MHOW,Mhow,FTD,"Fatehabad Chowk Junction",13:10,15:20,"2h 10m",9,"68 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52983,,
3344,52985,"Indore Mg Mhow Passenger",Pass,WR,INDB,"Indore Junction BG",MHOW,Mhow,20:50,21:45,"0h 55m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52986,,
3345,52986,"Mhow Indore MG Pass",Pass,WR,MHOW,Mhow,INDB,"Indore Junction BG",19:20,20:10,"0h 50m",4,"29 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52985,,
3346,52987,"Mhow Akola Fast Passenger",Pass,WR,MHOW,Mhow,AK,"Akola Junction",11:55,01:30,"13h 35m",22,"292 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52988,,
3347,52988,"Akola Mhow Fast Passenger",Pass,WR,AK,"Akola Junction",MHOW,Mhow,23:05,11:50,"12h 45m",24,"292 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52987,,
3348,52989,"Ujjain Mhow Passenger",Pass,WR,UJN,"Ujjain Junction",MHOW,Mhow,19:40,22:45,"3h 5m",11,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52990,,
3349,52990,"Mhow Ujjain Passenger",Pass,WR,MHOW,Mhow,UJN,"Ujjain Junction",06:50,10:05,"3h 15m",12,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52989,,
3350,52991,"Ujjain Khandwa Passenger",Pass,WR,UJN,"Ujjain Junction",KNW,"Khandwa Junction",13:35,21:30,"7h 55m",22,"204 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52992,,
3351,52992,"Khandwa Ujjain Passenger Express",Pass,WR,KNW,"Khandwa Junction",UJN,"Ujjain Junction",06:45,13:15,"6h 30m",18,"204 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52991,,
3352,52993,"Mhow Akola Passenger",Pass,WR,MHOW,Mhow,AK,"Akola Junction",20:50,09:00,"12h 10m",22,"292 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52994,,
3353,52994,"Akola Mhow Passenger",Pass,WR,AK,"Akola Junction",MHOW,Mhow,19:00,06:20,"11h 20m",23,"292 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52993,,
3354,53001,"Howrah Azimganj Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",AZ,"Azimganj Junction",16:00,22:20,"6h 20m",24,"217 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53002,,
3355,53002,"Azimganj Howrah Passenger",Pass,ER,AZ,"Azimganj Junction",HWH,"Kolkata Howrah Junction",20:40,03:50,"7h 10m",33,"217 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53001,,
3356,53003,"Howrah Malda Town Fast Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",MLDT,"Malda Town",21:25,07:50,"10h 25m",37,"339 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,53004,,
3357,53004,"Malda Howrah Fast Passenger",Pass,ER,MLDT,"Malda Town",HWH,"Kolkata Howrah Junction",17:15,04:30,"11h 15m",32,"339 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53003,,
3358,53006,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,03:30,05:19,"1h 49m",14,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3359,53007,"Katwa Rampurhat Passenger",Pass,ER,KWAE,Katwa,RPH,"Rampur Hat",08:55,13:55,"5h 0m",26,"134 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53008,,
3360,53008,"Rampurhat Katwa Passenger",Pass,ER,RPH,"Rampur Hat",KWAE,Katwa,08:50,14:25,"5h 35m",27,"134 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53007,,
3361,53010,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,05:00,07:15,"2h 15m",16,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3362,53012,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,07:15,09:38,"2h 23m",18,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3363,53014,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,08:50,10:57,"2h 7m",15,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3364,53016,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,14:20,16:40,"2h 20m",14,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53017,,
3365,53017,"Katwa Azimganj Passenger",Pass,ER,KWAE,Katwa,AZ,"Azimganj Junction",19:20,21:40,"2h 20m",15,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53018,,
3366,53018,"Azimganj Katwa Passenger",Pass,ER,AZ,"Azimganj Junction",KWAE,Katwa,15:15,17:45,"2h 30m",18,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53017,,
3367,53021,"Azimganj Bhagalpur Passenger",Pass,ER,AZ,"Azimganj Junction",BGP,Bhagalpur,03:05,11:05,"8h 0m",36,"226 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53022,,
3368,53022,"Bhagalpur Azimganj Passenger",Pass,ER,BGP,Bhagalpur,AZ,"Azimganj Junction",11:40,19:45,"8h 5m",36,"226 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53021,,
3369,53029,"Azimganj Bhagalpur Passenger",Pass,ER,AZ,"Azimganj Junction",BGP,Bhagalpur,16:25,01:50,"9h 25m",39,"226 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53030,,
3370,53030,"Bhagalpur Azimganj Passenger",Pass,ER,BGP,Bhagalpur,AZ,"Azimganj Junction",04:50,13:25,"8h 35m",38,"226 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53029,,
3371,53035,"Azimganj Barharwa Passenger",Pass,ER,AZ,"Azimganj Junction",BHW,"Barharwa Junction",21:20,00:50,"3h 30m",15,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53036,,
3372,53036,"Barharwa Azimganj Passenger",Pass,ER,BHW,"Barharwa Junction",AZ,"Azimganj Junction",03:45,06:35,"2h 50m",18,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53035,,
3373,53041,"Dhuliyan Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",JYG,Jaynagar,07:15,14:20,"31h 5m",61,"727 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53042,,
3374,53042,"Dhulian Passenger",Pass,ER,JYG,Jaynagar,HWH,"Kolkata Howrah Junction",18:45,23:05,"28h 20m",112,"730 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53041,,
3375,53043,"Howrah-Rajgir Fast Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",RGD,Rajgir,11:10,08:50,"21h 40m",78,"651 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53044,,
3376,53044,"Rajgir-Howrah Fast Passenger",Pass,ER,RGD,Rajgir,HWH,"Kolkata Howrah Junction",12:40,12:10,"23h 30m",70,"676 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53043,,
3377,53045,"Mayurakshi Fast Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",RPH,"Rampur Hat",16:25,22:15,"5h 50m",17,"288 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,53046,,
3378,53046,"Mayurakshi Fast Passenger",Pass,ER,RPH,"Rampur Hat",HWH,"Kolkata Howrah Junction",05:30,11:35,"6h 5m",17,"288 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,53045,,
3379,53047,"Viswabharati Fast Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",RPH,"Rampur Hat",16:40,21:35,"4h 55m",21,"219 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,53048,,
3380,53048,"Viswabharati Fast Passenger",Pass,ER,RPH,"Rampur Hat",HWH,"Kolkata Howrah Junction",05:10,10:10,"5h 0m",21,"219 km",SMTWTFS,1,1,1,1,1,1,1,"2S CC",0,0,0,0,0,1,1,53047,,
3381,53049,"Howrah Mokameh Passenger",Pass,ER,HWH,"Kolkata Howrah Junction",MKA,"Mokameh Junction",22:50,11:10,"12h 20m",45,"455 km",SMTWTFS,1,1,1,1,1,1,1,"2S SL",0,0,0,0,1,0,1,53050,,
3382,53050,"Mokameh Howrah Passenger",Pass,ER,MKA,"Mokameh Junction",HWH,"Kolkata Howrah Junction",12:10,03:00,"14h 50m",45,"455 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53049,,
3383,53061,"Barddhaman-Hatia Passenger",Pass,ER,BWN,"Barddhaman Junction",HTE,Hatia,06:15,17:40,"11h 25m",44,"345 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53062,,
3384,53062,"Hatia Barddhaman Passenger",Pass,ER,HTE,Hatia,BWN,"Barddhaman Junction",07:55,21:10,"13h 15m",40,"333 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53061,,
3385,53063,"Barddhaman Barharwa Passenger",Pass,ER,BWN,"Barddhaman Junction",BHW,"Barharwa Junction",06:30,11:40,"5h 10m",29,"212 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53064,,
3386,53064,"Barharwa Barddhaman Passenger",Pass,ER,BHW,"Barharwa Junction",BWN,"Barddhaman Junction",14:45,20:40,"5h 55m",29,"212 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53063,,
3387,53065,"Barddhaman Rampurhat Passenger",Pass,ER,BWN,"Barddhaman Junction",RPH,"Rampur Hat",09:10,11:45,"2h 35m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53066,,
3388,53066,"Rampurhat Barddhaman Passenger",Pass,ER,RPH,"Rampur Hat",BWN,"Barddhaman Junction",14:25,17:00,"2h 35m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53065,,
3389,53067,"Barddhaman Rampurhat Passenger",Pass,ER,BWN,"Barddhaman Junction",RPH,"Rampur Hat",17:35,20:15,"2h 40m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53066,,
3390,53068,"Rampurhat Barddhaman Passenger",Pass,ER,RPH,"Rampur Hat",BWN,"Barddhaman Junction",09:30,12:15,"2h 45m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53067,,
3391,53069,"Barddhaman Rampurhat Passenger",Pass,ER,BWN,"Barddhaman Junction",RPH,"Rampur Hat",20:10,22:40,"2h 30m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53068,,
3392,53070,"Rampurhat Barddhaman Passenger",Pass,ER,RPH,"Rampur Hat",BWN,"Barddhaman Junction",06:15,08:47,"2h 32m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53069,,
3393,53073,"Rampurhat Sahibganj Passenger",Pass,ER,RPH,"Rampur Hat",SBG,"Sahibganj Junction",20:45,00:22,"3h 37m",20,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53074,,
3394,53074,"Sahibganj Rampurhat Passenger",Pass,ER,SBG,"Sahibganj Junction",RPH,"Rampur Hat",04:45,08:30,"3h 45m",20,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53073,,
3395,53131,"Sealdah Muzaffarpur Fast Passenger",Pass,ER,SDAH,"Kolkata Sealdah",MFP,"Muzaffarpur Junction",05:45,00:15,"18h 30m",44,"576 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53132,,
3396,53132,"Muzaffarpur Sealdah Passenger",Pass,ER,MFP,"Muzaffarpur Junction",SDAH,"Kolkata Sealdah",07:45,03:25,"19h 40m",69,"568 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53131,,
3397,53135,"Sealdah Rampurhat Passenger",Pass,ER,SDAH,"Kolkata Sealdah",RPH,"Rampur Hat",11:35,18:00,"6h 25m",12,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53136,,
3398,53136,"Rampurhat Sealdah Passenger",Pass,ER,RPH,"Rampur Hat",SDAH,"Kolkata Sealdah",13:05,20:00,"6h 55m",24,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53135,,
3399,53137,"Rampurhat- Barharwa Passenger",Pass,ER,RPH,"Rampur Hat",BHW,"Barharwa Junction",04:30,06:35,"2h 5m",11,"79 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53138,,
3400,53138,"Barharwa- Rampurhat Passenger",Pass,ER,BHW,"Barharwa Junction",RPH,"Rampur Hat",09:50,12:00,"2h 10m",11,"79 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53137,,
3401,53139,"KolkataChitpur-Chittaranjan Passenger",Pass,ER,KOAA,"Kolkata Chitpur",CRJ,Chittaranjan,23:25,05:05,"5h 40m",13,"241 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,53140,,
3402,53140,"Chittranjan-KolkataChitpur Passenger",Pass,ER,CRJ,Chittaranjan,KOAA,"Kolkata Chitpur",08:30,13:35,"5h 5m",13,"241 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,53139,,
3403,53152,"Lalgola Ranaghat Passenger",Pass,ER,LGL,Lalgola,RHA,"Ranaghat Junction",03:25,07:05,"3h 40m",24,"154 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53153,,
3404,53153,"Ranaghat Lalgola Passenger",Pass,ER,RHA,"Ranaghat Junction",LGL,Lalgola,11:50,16:05,"4h 15m",27,"154 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53152,,
3405,53154,"Lalgola Ranaghat Passenger",Pass,ER,LGL,Lalgola,RHA,"Ranaghat Junction",11:30,15:25,"3h 55m",27,"154 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53153,,
3406,53155,"Ranaghat Lalgola Passenger",Pass,ER,RHA,"Ranaghat Junction",LGL,Lalgola,17:00,20:45,"3h 45m",26,"154 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53154,,
3407,53156,"LGL Ranaghat Passenger",Pass,ER,LGL,Lalgola,RHA,"Ranaghat Junction",17:40,22:14,"4h 34m",27,"154 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53155,,
3408,53172,"Lalgola Sealdah Passenger",Pass,ER,LGL,Lalgola,SDAH,"Kolkata Sealdah",21:20,04:30,"7h 10m",34,"227 km",SMTWTFS,1,1,1,1,1,1,1,"SL FC",0,0,0,1,1,0,0,53173,,
3409,53173,"Sealdah Lalgola Passenger",Pass,ER,SDAH,"Kolkata Sealdah",LGL,Lalgola,07:57,13:40,"5h 43m",39,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53172,,
3410,53174,"Lalgola Sealdah Passenger",Pass,ER,LGL,Lalgola,SDAH,"Kolkata Sealdah",04:15,10:00,"5h 45m",29,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53175,,
3411,53175,"Sealdah Lalgola Passenger",Pass,ER,SDAH,"Kolkata Sealdah",LGL,Lalgola,12:20,18:38,"6h 18m",31,"227 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,53174,,
3412,53177,"Sealdah Lalgola Fast Passenger",Pass,ER,SDAH,"Kolkata Sealdah",LGL,Lalgola,17:00,22:15,"5h 15m",27,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53178,,
3413,53178,"Lalgola Sealdah Fast Passenger",Pass,ER,LGL,Lalgola,SDAH,"Kolkata Sealdah",08:30,15:15,"6h 45m",31,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53177,,
3414,53179,"Kolkata Lalgola Passenger",Pass,ER,KOAA,"Kolkata Chitpur",LGL,Lalgola,14:00,19:50,"5h 50m",33,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3415,53180,"Lalgola Kolkata Passenger",Pass,ER,LGL,Lalgola,SDAH,"Kolkata Sealdah",13:55,20:20,"6h 25m",36,"227 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53181,,
3416,53181,"Lalgola Passenger",Pass,ER,SDAH,"Kolkata Sealdah",LGL,Lalgola,23:05,05:00,"5h 55m",32,"227 km",SMTWTFS,1,1,1,1,1,1,1,"SL FC",0,0,0,1,1,0,0,53180,,
3417,53203,"Patna Buxar Passenger",Pass,ECR,PNBE,"Patna Junction",BXR,Buxar,05:40,08:55,"3h 15m",15,"117 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53204,,
3418,53204,"Buxar Patna Passenger",Pass,ECR,BXR,Buxar,PNBE,"Patna Junction",09:00,13:45,"4h 45m",15,"117 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53203,,
3419,53205,"Patna Buxar Passenger",Pass,ECR,PNBE,"Patna Junction",BXR,Buxar,14:45,19:20,"4h 35m",15,"117 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53204,,
3420,53206,"Buxar Patna Passenger",Pass,ECR,BXR,Buxar,PNBE,"Patna Junction",12:05,17:00,"4h 55m",15,"117 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53205,,
3421,53207,"Islampur Buxar Passenger",Pass,ECR,IPR,Islampur,BXR,Buxar,14:05,23:15,"9h 10m",23,"181 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,53208,,
